Group,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
16,-80,,,,-91,-84,-80,-94,-73,-87,,,-85,-92,-91
8,,,,,-65,,,-78,-84,,,,-78,,
5,-75,,,,,,,,,,,,,,
9,-87,,,,-88,,-89,,-71,-95,,,-82,,
19,,,,,,,-85,,,,,,,,-78
6,-84,,,,,,-72,,,,,,,-92,-81
3,,,,-77,,,,,,,,,,,
22,-96,,,,-90,,,-87,-93,,,,-74,,
20,,,-85,,,,,,,,,,,,
10,-89,,,,-92,,-79,-91,-81,-86,,,-90,,
4,,,,-88,,,,,,,-83,-87,,,
15,-91,,,-83,,,,,,,-91,-90,,,
23,-82,,,,-89,,-96,,-83,-80,,,-74,,
20,,,-85,,,,,,,,,,,,
2,,,,-78,,,,,,,,,,,
7,,,-86,-91,,,-97,,,,,,-88,,-86
11,,,,,,,-93,-83,,-95,,,-75,,
14,,,,,,,-86,,,,,,,,
13,-79,,,-77,,,,,-93,,-72,-77,,,
21,,,,,,,,,,,,,,,
16,-81,,,,-95,-91,-81,-93,-69,-85,,,-90,-92,-91
18,-86,,,,,,-75,,,,,,-83,-79,
6,,,,,,,-69,,,,,,-94,,
3,,,,-76,,,,,,,,,,,
9,-81,,,,-91,,,-87,-73,-90,,,-88,,
19,,,,,,,-85,,,,,,,,-82
18,-86,,,,,,-75,,,,,,-83,-79,
1,-89,,,-89,,,,,,,-77,-92,,,
4,,,,-89,,,,,,,-81,-86,,,
23,-77,,,,-92,,-94,-92,-72,-80,,,-70,,
2,,,,-69,,,,,,,,,,,
5,-85,,,,,,,,,,,,,,
21,-84,,,,,,-75,,,,,,,-81,
20,,,-82,,,,,,,,,,,,
16,-82,,,,-98,-87,-84,-95,-67,-84,,,-84,-92,-91
10,-73,,,,,-82,-81,,,,,,,,
6,,,,,,,-64,,,,,,,,
8,,,,,-66,,,-70,-85,,,,-78,,
3,,,,-75,,,,,,,,,,,
9,-76,,,,-90,,,-92,-78,-94,,,-86,,
20,,,-82,,,,,,,,,,,,
7,-80,,,,,,,,,,,,-87,,-83
11,,,,,,,,-83,-88,-89,,,-76,,
19,-93,,,,,,-82,,,,,,,-88,-74
14,,,,,,,-87,,,,,,,,
4,,,,-87,,,,,,,-98,-88,,,
13,-82,-90,,-85,,,,,-90,,-71,-82,,,
23,-76,,,,-92,,-90,-94,-73,-80,,,-67,,
2,,,,-76,,,,,,,,,,,
15,-89,,,-85,,,,,,,-93,-89,,,
21,,,,,,,,,,,,,,,
7,-78,,-85,-94,,,,,,,,,-89,,
18,-92,,,,,,-82,,,-96,,,-77,,-81
16,-82,,,,-89,-83,-78,-95,-71,-82,,,-83,-92,-91
1,-85,,,-87,,,,,,,-84,,,,
6,-83,,,,,,-61,,,,,,-89,,-81
18,-92,,,,,,-82,,,-96,,,-77,,-81
3,,,,-76,,,,,,,,,,,
9,-89,,,,-84,,,-90,-71,-97,,,-86,,
5,-84,,,,,,,,,,,,,,
4,,,,-87,,,,,,,-84,-95,,,
19,,,,,,,-91,,,,,,,-93,-91
23,-86,,,,-91,,-92,-96,-73,-79,,,-70,,
20,,,-81,,,,,,,,,,,,
10,-86,,,,,-81,-82,,-84,,,,-88,-92,
21,,,,,,,-77,,,-94,,,,-84,
2,,,,-78,,,,,,,,,,,
7,-82,,-91,,,,,,,,,,-92,,-86
20,,,-81,,,,,,,,,,,,
16,-81,,,,-89,-84,-76,-95,-73,-82,,,-87,-92,-91
22,,,,,-92,,,-87,-89,-93,,,-70,,
6,,,,,,,-64,,,,,,-94,,
3,,,,-74,,,,,,,,,,,
14,,,,,,,-84,,,,,,,,
11,,,,,,,-92,-82,-87,-92,,,-76,,
13,-83,,,-77,,,,,,,-72,-80,,,
9,-82,,,,-88,,-93,-91,-72,-88,,,-87,,
8,,,,,-66,,,-68,-87,,,,-76,,
4,-94,,,-87,,,,,,,,-88,,,
23,-86,,,,-88,,-92,-89,-73,-80,,,-77,,
1,-85,,,-88,,,,,,,-75,,,,
19,,,,,,,-86,,,,,,,-86,-81
18,,,,,,,-75,,,,,,-80,-80,
2,,,,-72,,,,,,,,,,,
18,,,,,,,-75,,,,,,-80,-80,
7,-79,,-87,-91,,,,,,,,,-91,,-84
21,,,,,,-87,,,-90,,,,,-88,
6,,,,,,,-58,,,,,,-89,,
3,,,,-84,,,,,,,,,,,
5,-81,,,,,,,,,,,,,,
15,-91,,,-83,,,,,,,,-92,,,
9,-77,,,,-86,,-91,-86,-65,-89,,,-93,,
20,,,-79,,,,,,,,,,,,
10,-79,,,,,-82,-81,,-82,,,,-93,,
20,,,-79,,,,,,,,,,,,
4,-92,,,-83,,,,,,,-85,-88,,,
23,-76,,,,-93,,-90,-93,-76,-76,,,-70,,
21,-82,,,,,-92,,,,,,,,-82,
19,-90,,,,,,,,,,,,,-90,-74
14,,,,,,,-82,,,,,,,,
11,-92,,,,,,-91,-81,,,,,-76,,
2,,,,-71,,,,,,,,,,,
6,,,,,,,-73,,,,,,,-87,-83
3,,,,-84,,,,,,,,,,,
7,-78,,-86,,,,,,,,,,-86,,-86
13,-82,,,-76,,,,,-92,,-76,-90,,,
1,,,,-83,,,,,,,-83,,,,
9,-78,,,,-86,,,-85,-67,-93,,,-89,,
18,-85,,,,,-92,-74,,,,,,-87,-77,-87
8,,,,,-78,,,-68,-82,,,,-90,,
18,-85,,,,,-92,-74,,,,,,-87,-77,-87
4,,,,-89,,,,,,,-82,-88,,,
21,,,,,,,-69,,,,,,,-87,
5,-81,,,,,,-90,,,,,,,,
6,,,,,,-93,-64,,,,,,,,-87
3,,,,-77,,,,,,,,,,,
2,,,,-84,,,,,,,,,,,
19,-93,,,,,,-86,,,,,,,-89,-90
7,-81,,-94,-95,,,,,,,,,-87,,-84
20,,,-82,,,,,,,,,,,,
10,-77,,,,,-77,-83,,-72,-87,,,-91,,
22,,,,,,,,-88,-92,,,,-66,,
20,,,-82,,,,,,,,,,,,
16,-78,,,,-85,-86,-73,-94,-72,-83,,,-93,-92,-91
15,-83,,,-82,,,,,,,-89,-87,,,
9,-84,,,,-86,,,-86,-69,-93,,,-90,,
14,,,,,,,-79,,,,,,,,-93
11,,,,,,,,-81,-89,-92,,,-77,,
21,,,,,,,-88,,,,,,,,
13,-82,,,-83,,,,,,,-74,-88,,,
4,,,,-86,,,,,,,-85,-96,,,
6,,,,,,,-67,,,,,,,,-79
3,,,,-75,,,,,,,,,,,
2,,,,-80,,,,,,,,,,,
1,,,,-88,,,,,,,-77,-88,,,
19,,,,,,,-91,,,,,,,,-89
23,-80,,,,-91,,-92,,-76,-88,,,-69,,
7,-83,,-85,,,,,,,,,,-92,,-90
23,-79,,,,-92,,-95,-90,-73,-78,,,-69,,
18,,,,,,-89,-78,,,,,,,,-83
16,-78,,,,-87,-93,-89,-93,-72,-84,,,-85,-92,-91
18,,,,,,-89,-78,,,,,,,,-83
9,-77,,,,-91,,,-85,-60,-92,,,-86,,
5,-87,,,,,,-89,,,,,,,,
21,,,,,,,-76,,-91,,,,,,
20,,,-82,,,,,,,,,,,,
8,,,,,-70,,,-70,-82,,,,-73,,
3,,,,-76,,,,,,,,,,,
6,,,,,,,-64,,,,,,-88,,-76
4,-92,,,-90,,,,,,,-83,-87,,,
10,-80,,,,,-88,-79,-94,-85,-84,,,-81,,
23,-80,,,,,,-93,-93,-73,-83,,,-71,,
20,,,-82,,,,,,,,,,,,
2,,,,-76,,,,,,,,,,,
7,-79,,-86,,,,,,,,,,-90,,-86
19,-87,,,,,,-91,,,,,,,,-75
14,,,,,,,-81,,,,,,,,
11,-95,,,,,,,-86,,-92,,,-80,,
13,-80,-94,,-77,,,,,-89,,-78,-92,,,
16,-78,,,,-87,-85,-74,-93,-69,-85,,,-89,-92,-91
9,-76,,,,-86,,-95,-87,-65,-90,,,-90,,
1,-91,,,-86,,,,,,,-71,-88,,,
3,,,,-76,,,,,,,,,,,
4,-91,,,-89,,,,,,,-83,-85,,,
15,-85,,,-81,,,,,,,-77,-91,,,
21,,,,,,,-74,,-90,,,,,,
23,-75,,,,,,-91,-95,-73,-82,,,-72,,
18,,,,,,,-84,,,,,,,-82,
2,,,,-84,,,,,,,,,,,
18,,,,,,,-84,,,,,,,-82,
7,-85,,-85,,,,-96,,,,,,-89,,
6,-88,,,,,,-65,,,,,,-87,,
5,-80,,,,,,,,,,-90,,,,
19,-89,,,,,,-86,,,,,,,,-95
16,-76,,,,-86,-89,-74,-89,-71,-88,,,-91,-92,-91
22,,,,,-90,,,-87,-93,,,,-73,,
20,,,-81,,,,,,,,,,,,
10,-75,,,,-93,-83,-76,,-81,,,,-89,,
20,,,-81,,,,,,,,,,,,
9,-86,,,,-87,,-94,-83,-63,-90,,,,,
3,,,,-77,,,,,,,,,,,
6,,,,,,,-65,,,,,,,,-76
21,,,,,,,,,,,,,-94,-87,
4,,,,-85,,,,,,,-82,-85,,,
23,-86,,,,-94,,-88,-90,-81,-78,,,-73,,
8,,,,,-68,,,-88,-90,,,,-71,,
14,,,,,,,-87,,,,,,,,
11,-92,,,,,,-92,-87,-93,,,,-80,,
2,,,,-77,,,,,,,,,,,
7,-77,,-91,,,,,,,,,,-89,,
16,-76,,,,-92,-84,-75,-90,-71,-83,,,-91,-92,-91
1,-93,,,-91,,,,,,,-83,-89,,,
19,,,,,,,-79,,,,,,,,-88
3,,,,-77,,,,,,,,,,,
6,,,,,,,-62,,,,,,,-89,-72
9,-91,,,,-89,,,-85,-78,-84,,,-91,,
18,,,,,,,-79,,,,,,,,
21,-81,,,,,-93,-68,,-84,,,,,,
18,,,,,,,-79,,,,,,,,
4,,,,-89,,,,,,,-87,-90,,,
5,-76,,,,,,-89,,,,,,,,
23,-87,,,,,,-92,-95,-78,-77,,,-70,,
20,-85,,-82,,,,,,,,,,,,
2,,,,-83,,,,,,,,,,,
20,-85,,-82,,,,,,,,,,,,
15,-84,,,-88,,,,,,,-82,-89,,,
10,-79,,,,,-84,-72,-90,-78,-87,,,,,
16,-80,,,,-87,-87,-97,-90,-69,-81,,,-94,-92,-91
19,,,,,,,-88,,,,,,,,-87
3,,,,-76,,,,,,,,,,,
7,-89,,-85,,,,,,,,,,-88,,-89
14,,,,,,,-83,,,,,,,,
13,-85,,,-75,,,,,-90,,-78,-78,,,
9,-85,,,,-87,,,-94,-70,,,,-88,,
11,-91,,,,,,,-82,-92,,,,-84,,
21,,,,,,,,,,,,,,-84,
13,-84,,,-76,,,,,-88,,-78,-86,,,
4,,,,-87,,,,,,,-89,-92,,,
1,-92,,,-91,,,,,,,-81,,,,
23,-81,,,,-92,,-91,,-76,-81,,,-71,,
8,,,,,-68,,,-70,-83,,,,-77,,
2,,,,-78,,,,,,,,,,,
7,-87,,-91,,,,,,,,,,,-90,-89
18,,,,,,,-78,,-88,,,,-86,,
16,-85,,,,-87,-89,-89,-88,-70,-82,,,-90,-92,-91
3,,,,-75,,,,,,,,,,,
18,,,,,,,-78,,-88,,,,-86,,
19,,,,,,,-92,,,,,,,,-75
5,-73,,,,,,-88,,,,-91,,,,
22,-93,,,,-81,,,,-88,-89,,,-57,,
9,-80,,,,-84,,,-79,-71,-90,,,-85,,
20,-85,,-83,,,,,,,,,,,,
21,,,,,,,-69,,,,,,-86,,
20,-85,,-83,,,,,,,,,,,,
10,-79,,,,,-92,-82,,-74,-89,,,-89,,
4,,,,-87,,,,,,,-91,-89,,,
6,,,,,,,-65,,,,,,,,
23,-84,,,,-91,,-90,,-81,-80,,,-73,,
2,,,,-77,,,,,,,,,,,
14,,,,,,,-84,,,,,,,,-93
11,,,,,-91,,,-96,,,,,-83,,
7,,,-90,,,,,,,,,,-89,,
16,-78,,,,-87,-89,-81,-92,-69,-83,,,-90,-92,-91
3,,,,-81,,,,,,,,,,,
15,-89,,,-85,,,,,,,-83,-95,,,
13,-85,,,-76,,,,,-89,,-72,-94,,,
1,-86,,,,,,,,,,-72,,,,
19,,,,,,,-86,,,,,,,,-87
9,-81,,,,-88,,,-84,-64,-83,,,-84,,
21,-89,,,,,,-79,,,,,,,,
6,-93,,,,,,-70,,,,,,-87,,-80
4,,,,-87,,,,,,,-83,-87,,,
18,-93,,,,,,-73,,-88,,,,-83,,
23,-86,,,,-90,,-95,,-73,-84,,,-70,,
2,,,,-87,,,,,,,,,,,
18,-93,,,,,,-73,,-88,,,,-83,,
8,,,,,-65,,,-88,-87,,,,-70,,
3,,,,-76,,,,,,,,,,,
20,,,-83,,,,,,,,,,,,
5,-82,,,,,,-89,,,,,,,,
16,-83,,,,-87,-94,-73,-90,-72,-83,,,-90,-92,-91
20,,,-83,,,,,,,,,,,,
10,-89,,,,,-79,-89,-90,-91,-89,,,-85,,
7,-77,,,,,,,,,,,,-91,,
21,,,,,,,-78,,-90,,,,,,
9,-84,,,,-86,,,-90,-96,-90,,,-88,,
19,,,,,,,-88,,,,,,,,-78
11,-96,,,,,,,-84,-88,,,,-84,,
6,,,,,,,-67,,,,,,-87,,-77
14,,,,,,,-86,,,,,,,,
4,,,,-86,,,,,,,-83,-86,,,
23,-86,,,,-88,,-90,-93,-80,-82,,,-71,,
2,,,,-87,,,,,,,,,,,
3,,,,-76,,,,,,,,,,,
13,-83,,,-76,,,,,-89,,-72,-85,,,
1,-88,,,,,,,,,,-72,,,,
16,-80,,,,-90,-89,-83,-91,-74,-82,,,-90,-98,-91
7,-80,,-90,-93,,,,,,,,,-89,,
22,,,,,-82,,,-95,,-90,,,-66,,
21,,,,,,-89,-67,,-90,,,,,,
9,-80,,,,-78,,,-94,-62,-89,,,-81,,
18,,,,,,,-92,,,,,,-83,-80,
15,-90,,,-86,,,,,,,-83,-81,,,
6,-87,,,,,,-67,,,,,,-87,,-86
19,,,,,,,-90,,,,,,,,-74
20,,,-80,,,,,,,,,,,,
18,,,,,,,-92,,,,,,-83,-80,
5,-85,,,,,,,,,,,,,,
4,,,,-85,,,,,,,-84,-88,,,
23,-79,,,,,,-90,-91,-74,-84,,,-72,,
3,,,,-78,,,,,,,,,,,
10,-78,,,,,-86,-91,,-89,-90,,,-89,,
20,,,-80,,,,,,,,,,,,
2,,,,-80,,,,,,,,,,,
16,-79,,,,-90,-84,-73,-93,-73,-85,,,-89,-94,-91
8,,,,,-65,,,-82,-75,,,,-70,,
11,,,,,,,,-83,,,,,-77,,
14,,,,,,,-88,,,,,,,,-91
7,-80,,-83,-94,,,-90,,,,,,-90,,-89
21,-83,,,,,,-63,,,,,,-91,-86,
6,-84,,,,,,-69,,,,,,-88,-91,
9,-85,,,,-92,,,,-62,-90,,,-94,,
1,-88,,,,,,,,,,-89,,,,
13,-83,-93,,-89,,,,,,,-78,-88,,,
19,-91,,,,,,-86,,,,,,,-94,-91
4,,,,-88,,,,,,,-85,-87,,,
3,,,,-78,,,,,,,,,,,
23,-83,,,,-92,,-95,-92,-78,-84,,,-68,,
2,,,,-76,,,,,,,,,,,
16,-83,,,,-97,-86,-75,-93,-73,-85,,,-89,-94,-91
7,-79,,-88,,,,,,,,,,,,-93
18,,,,,,-96,-82,,,,,,-73,-74,
20,-82,,-81,,,,,,,,,,,,
18,,,,,,-96,-82,,,,,,-73,-74,
5,-80,,,,,,-87,,,,,,,,
6,-90,,,,,,-64,,,,,,-88,,-90
20,-82,,-81,,,,,,,,,,,,
10,-83,,,,,-76,-74,,-91,,,,-88,,-91
9,-84,,,,-82,,,-95,-61,-87,,,-92,,
21,,,,,,,-78,,,,,,,,
3,,,,-77,,,,,,,,,,,
4,,,,-86,,,,,,,-87,-89,,,
19,,,,,,,-82,,,,,,,,-77
15,-94,,,-91,,,,,,,-83,-86,,,
23,-84,,,,-91,,-91,-92,-74,-78,,,-70,,
2,,,,-75,,,,,,,,,,,
22,,,,,-91,,,-93,-95,-87,,,-64,,
16,-83,,,,-93,-90,-84,-93,-69,-83,,,-94,-94,-91
14,,,,,,,-84,,,,,,,,
11,,,,,,,-96,-85,-92,,,,-77,,
7,,,-86,,,,,,,,,,,,
1,-87,,,,,,,,,,-75,,,,
6,-89,,,,,,-72,,,,,,-86,,-81
8,,,,,-76,,,-80,-81,,,,-84,,
13,-82,,,-84,,,,,-95,,-73,-85,,,
21,,,,,,-94,-73,,,,,,,,
9,-78,,,,-83,,,-78,-71,-83,,,-88,,
3,,,,-81,,,,,,,,,,,
4,,,,-87,,,,,,,-89,-89,,,
19,,,,,,,-98,,,,,,,,-85
16,-81,,,,-92,-84,-72,-92,-73,-86,,,-89,-94,-91
23,-77,,,,,,-95,-91,-77,-81,,,-71,,
18,-91,,,,,,-74,,-88,,,,-86,-73,-84
20,,,-81,,,,,,,,,,,,
2,,,,-81,,,,,,,,,,,
5,-80,,,,,,-91,,-91,,,,,,
18,-91,,,,,,-74,,-88,,,,-86,-73,-84
20,,,-81,,,,,,,,,,,,
10,-74,,,,,-87,-78,,-89,,,,-88,,-88
6,,,,,,,-72,,,,,,-86,,-82
7,,,-94,,,,,,,,,,,,-79
17,-83,,,,,,,,,,,,,,
21,,,,,,,-68,,,,,,-87,-83,
3,,,,-76,,,,,,,,,,,
9,-77,,,,-87,,,-84,-71,-85,,,-85,,
14,,,,,,,-84,,,,,,,,-94
11,,,,,,,-94,-85,,-95,,,-75,,
4,,,,-86,,,,,,,-86,-87,,,
1,-88,,,-90,,,,,,,-85,,,,
23,-78,,,,-87,,,-93,-77,-81,,,-70,,
19,,,,,,,,,,,,,,,-72
2,,,,-81,,,,,,,,,,,
13,,,,-83,,,,,-93,,-72,-101,,,
16,-82,,,,-88,-88,-76,-92,-81,-82,,,-89,-94,-91
15,-90,,,-87,,,,,,,-83,-87,,,
6,-88,,,,,,,,,,,,,-91,-79
7,-78,,-87,,,,,,,,,,-89,,-81
21,-87,,,,,,,,,,,,-91,-85,
3,,,,-77,,,,,,,,,,,
20,,,-85,,,,,,,,,,,,
9,-80,,,,-84,,,-89,-72,-90,,,-88,,
18,,,,,,,-77,,,,,,,-79,-84
8,,,,,-68,,,-78,-84,,,,-86,,
5,-77,,,,,,,,,,,,,,
20,,,-85,,,,,,,,,,,,
18,,,,,,,-77,,,,,,,-79,-84
10,-91,,,,,-93,-75,,-73,-86,,,-82,,
4,,,,-85,,,,,,,-87,-96,,,
23,-87,,,,-89,,-97,-88,-79,-86,,,-73,,
2,,,,-75,,,,,,,,,,,
17,-74,,,,,,-90,,-94,,,,,,
19,,,,,,,-90,,,,,,,,
6,,,,,,,-75,,,,,,-84,,
22,,,,,-87,,,-93,-92,-87,,,-64,,
16,-79,,,,-90,-88,-85,-92,-82,-85,,,-89,-94,-91
7,-79,,-89,,,,,,,,,,-87,,-95
14,,,,,,,-85,,,,,,,,
11,,,,,,,,-86,,,,,-76,,
21,-92,,,,,,-78,,,,,,,-85,
3,,,,-74,,,,,,,,,,,
1,-91,,,-88,,,,,,,-75,,,,
9,-82,,,,-87,,,-86,-56,-84,,,-87,,
13,-80,,,-83,,,,,-94,,-72,-94,,,
4,,,,-83,,,,,,,-83,-86,,,
23,-78,,,,-90,,,,-73,-79,,,-76,,
2,,,,-74,,,,,,,,,,,
6,-94,,,,,,-70,,,,,,-82,,
19,,,,,,,-85,,,,,,,,-76
20,,,-82,,,,,,,,,,,,
3,,,,-75,,,,,,,,,,,
18,-89,,,,,-89,,,,,,,-74,-86,
7,-81,,-95,,,,,,,,,,-90,,
20,,,-82,,,,,,,,,,,,
5,-79,,,,,,-91,,,,,,,,
15,-87,,,-85,,,,,,,-82,-82,,,
21,,,,,,,-67,,,,,,,,
10,-78,,,,,-91,-74,,-81,-94,,,-84,,
18,-89,,,,,-89,,,,,,,-74,-86,
8,,,,,-68,,,-88,-77,,,,-71,,
9,-76,,,,-88,,,-91,-63,-90,,,,,
17,-66,,,,,,,,-86,,,,,,
4,,,,-84,,,,,,,-83,,,,
6,-90,,,,,,-72,,,,,,,,-83
14,,,,,,,-85,,,,,,,,
11,,,,,,,,-84,,,,,-81,,
23,-78,,,,-88,,,-90,-79,-84,,,-72,,
1,,,,,,,,,,,-79,,,,
3,,,,-76,,,,,,,,,,,
2,,,,-77,,,,,,,,,,,
19,,,,,,,-87,,,,,,,,-80
21,-89,,,,,,,,,,,,,,
13,-89,,,-85,,,,,-94,,-73,-94,,,
7,-81,,-88,,,,,,,,,,-92,,
9,-81,,,,-85,,,-88,-63,-84,,,-86,,
20,,,-80,,,,,,,,,,,,
6,,,,,,,-65,,,,,,-87,,
4,,,,-86,,,,,,,-88,-85,,,
22,,,,,-80,,,-92,-96,-89,,,-63,,
18,-89,,,,,,-79,,,,,,-71,-77,-85
20,,,-80,,,,,,,,,,,,
2,,,,-76,,,,,,,,,,,
23,-74,,,,-88,,,-88,-78,-85,,,-68,,
5,-86,,,,,,,,-82,,,,,,
10,-81,,,,,-88,-80,-93,-89,-90,,,-83,,
3,,,,-77,,,,,,,,,,,
18,-89,,,,,,-79,,,,,,-71,-77,-85
16,-84,,,,-94,-87,-75,-90,-67,-81,,,-86,-94,-91
21,,,,,,,,,,,,,,-84,
17,-82,,,,,,,,-86,,,,,,
19,,,,,,,-89,,,,,,,,-73
7,-85,,,,,,,,,,,,-92,,-83
14,,,,,,,-81,,,,,,,,
9,-81,,,,-88,,,,-61,-88,,,-87,,
11,,,,,,,-92,-83,-88,,,,-76,,
15,-91,,,-92,,,,,,,-87,-90,,,
1,-92,,,,,,,,,,-77,,,,
8,,,,,-74,,,-70,-75,,,,-85,,
6,,,,,,,-57,,,,,,-89,,-77
4,,,,-86,,,,,,,-83,-85,,,
3,,,,-78,,,,,,,,,,,
2,,,,-76,,,,,,,,,,,
23,-89,,,,-89,,,-89,-80,-80,,,-73,,
13,-86,,,-92,,,,,,,-72,-85,,,
16,-84,,,,-95,-94,-74,-91,-73,-82,,,-82,-94,-91
21,-89,,,,,-100,-74,,,,,,,,-75
7,-82,,-94,-93,,,,,,,,,-88,,-85
19,,,,,,,-88,,,,,,,,-79
20,,,-78,,,,,,,,,,,,
20,,,-78,,,,,,,,,,,,
9,-82,,,,-92,,,-80,-68,-96,,,-89,,
18,,,,,,,-84,,,,,,-80,,
6,,,,,,,-58,,,,,,,,-81
10,-86,,,,-92,,-81,,-81,-90,,,-92,,
5,-65,,,,,,,,,,,,,,
18,,,,,,,-84,,,,,,-80,,
4,,,,,,,,,,,-86,-86,,,
17,-70,,,,,,,,-91,,,,,,
3,,,,-78,,,,,,,,,,,
2,,,,-82,,,,,,,,,,,
23,-77,,,,-90,,,-91,-75,-81,,,-70,,
21,,,,,,,-81,,,,,,,-89,
16,-85,,,,-92,-86,-83,-91,-71,-82,,,-82,-94,-91
14,,,,,,,-86,,,,,,,,-93
11,,,,,,,,-83,-85,-92,,,-77,,
1,-90,,,,,,,,,,-81,,,,
7,-80,,-92,-92,,,,,,,,,-90,,-82
19,,,,,,,-88,,,,,,,,-86
6,,,,,,,-61,,,,,,,,-78
9,-86,,,,,,,-91,-68,-85,,,-90,,
13,-91,-94,,-86,,,,,-90,,-71,-88,,,
3,,,,-78,,,,,,,,,,,
8,,,,,-69,,,-71,-92,,,,-80,,
4,,,,-86,,,,,,,-83,-92,,,
15,-91,,,-83,,,,,,,-84,-87,,,
2,,,,-79,,,,,,,,,,,
20,,,-86,,,,,,,,,,,,
23,-82,,,,-86,,-97,-88,-73,-79,,,-67,,
16,-81,,,,-88,-86,-72,-95,-74,-80,,,-82,-94,-91
20,,,-86,,,,,,,,,,,,
22,,,,,-85,,,-89,-94,-93,,,-57,,
21,,,,,,,-77,,-91,,,,,,
10,-81,,,,,-89,-76,,-70,-90,,,-84,,-93
18,,,,,,,-74,,-92,,,,-81,-77,
5,-69,,,,,,,,-91,,,,,,
7,-83,,,,,,-93,,,,,,-90,,-82
6,,,,,,,-62,,,,,,-91,-92,-79
18,,,,,,,-74,,-92,,,,-81,-77,
19,,,,,,,-90,,,,,,,,-82
17,-83,,,,,,,,,,-94,,,,
9,-86,,,,-95,,,-84,-63,-89,,,-87,,
3,,,,-76,,,,,,,,,,,
14,,,,,,,-88,,,,,,,,
4,,,,-87,,,,,,,-86,-86,,,
1,,,,,,,,,,,-74,,,,
11,,,,,-88,,,-85,-91,,,,-74,,
16,-86,,,,-88,-95,-81,-91,-72,-85,,,-85,-94,-91
2,,,,-74,,,,,,,,,,,
23,-84,,,,-92,,,-94,-75,-79,,,-70,,
21,,,,,,,-70,,,,,,,-87,
13,-83,,,-74,,,,,,,-74,-76,,,
6,-87,,,,,,-63,,,,,,-89,,
7,-82,,-86,-93,,,,,,,,,-89,,-85
19,,,,,,,-84,,,,,,,,-90
20,,,-88,,,,,,,,,,,,
9,-86,,,,-91,,,-80,-58,-94,,,-87,,
3,,,,-74,,,,,,,,,,,
20,,,-88,,,,,,,,,,,,
4,,,,-88,,,,,,,-84,,,,
10,-78,,,,,-82,-82,,-88,,,,-92,,
8,,,,,-64,,,-70,-87,,,,-86,,
18,,,,,,-88,-83,,,,,,-79,,
5,-70,,,,,,-88,,-87,,,,,,
2,,,,-77,,,,,,,,,,,
23,-81,,,,,,-92,-94,-73,-78,,,-75,,
21,,,,,,,,,,,,,,,
18,,,,,,-88,-83,,,,,,-79,,
15,-87,,,-88,,,,,,,-84,-87,,,
17,-71,,,,,,,,,,-96,,,,
6,-86,,,,,,-62,,,,,,,,
16,-85,,,,-92,-94,-81,-91,-75,-86,,,-83,-94,-91
7,-86,,-87,,,,,,,,,,-88,,-82
14,,,,,,,-76,,,,,,,,
3,,,,-79,,,,,,,,,,,
1,-85,,,,,,,,,,-80,,,,
11,,,,,,,,-85,,,,,-75,,
19,,,,,,,-84,,,,,,,,-93
9,-76,,,,-81,,,-82,-59,-87,,,-84,,
4,,,,-88,,,,,,,-84,-86,,,
2,,,,-78,,,,,,,,,,,
13,-80,-92,,-74,,,,,,,-77,-85,,,
21,,,,,,,-78,,,,,,-87,-84,
22,,,,,-83,,,-90,-93,-95,,,-62,,
16,-85,,,,-91,-87,-81,-91,-75,-88,,,-83,-94,-91
6,-91,,,,,,-59,,,,,,,,
20,-84,,-81,,,,,,,,,,,,
20,-84,,-81,,,,,,,,,,,,
3,,,,-80,,,,,,,,,,,
7,-82,,-86,,,,-93,,,,,,-90,,-80
10,-78,,,,,-88,-73,,-83,,,,-88,,
18,,,,,,-93,-81,,-89,,,,-79,-76,
5,-67,,,,,,,,,,,,,,
9,-85,,,,-87,,,-78,-58,-86,,,-83,,
23,-78,,,,,,-91,-93,-75,-77,,,-69,,
17,-70,,,,,,,,-97,,-96,,,,
18,,,,,,-93,-81,,-89,,,,-79,-76,
4,,,,-88,,,,,,,-84,-87,,,
16,-83,,,,-91,-84,-77,-92,-74,-86,,,-87,-94,-91
2,,,,-80,,,,,,,,,,,
21,,,,,,,-73,,,,,,,,
8,,,,,-71,,,-77,-75,,,,-87,,
23,-82,,,,-85,,,-93,-73,-79,,,-70,,
6,-95,,,,,,-61,,,,,,,-92,
14,,,,,,,-82,,,,,,,,-94
1,-88,,,-87,,,,,,,-80,,,,
11,,,,,-93,,,-86,,-92,,,-75,,
19,,,,,,,-90,,,,,,,,-88
3,,,,-76,,,,,,,,,,,
15,-93,,,-90,,,,,,,-86,-91,,,
7,,,-84,-92,,,,,,,,,-92,,
13,-81,,,-77,,,,,,,-73,-84,,,
9,-78,,,,-87,,,-84,-59,-83,,,-86,,
20,,,,,,,,,,,,,,,
16,-90,,,,-89,-92,-83,-91,-70,-81,,,-90,-94,-91
4,-92,,,-89,,,,,,,-95,-87,,,
20,,,,,,,,,,,,,,,
6,,,,,,,-65,,,,,,,,
2,,,,-75,,,,,,,,,,,
19,,,,,,,-84,,,,,,,-89,-78
21,,,,,,,,,,,,,,,
10,-78,,,,,-84,-77,,-84,-89,,,,,-93
23,-80,,,,-86,,,-91,-78,-80,,,-68,,
3,,,,-82,,,,,,,,,,,
18,,,,,,,-80,,,,,,,-88,
